myoutcomenext,diff_share
1,0.2933731
0,-0.2933731
1,0.2571178
0,-0.2571178
1,0.2988803
0,-0.2988803
1,-0.6135837
1,0.0055232
0,-0.0055232
1,0.3002886
0,-0.3002886
1,0.3304984
0,-0.3304984
1,0.1412894
0,-0.1412894
1,0.3202953
0,-0.3202953
1,0.1001619
0,-0.1001619
1,0.1143515
0,-0.1143515
0,0.2101966
0,-0.2101966
1,0.3226886
0,-0.3226886
0,-0.5924642
0,0.4028233
0,-0.4028233
0,-0.6600161
0,-0.6654851
0,0.2506345
0,-0.2506345
0,-0.6236175
1,0.019832
0,-0.019832
1,0.173841
0,-0.173841
0,-0.5410081
0,-0.5599791
1,0.1804823
0,-0.1804823
1,0.0587531
0,-0.0587531
0,-0.4922164
1,0.340332
0,-0.340332
1,0.096333
0,-0.096333
,0.3554982
,-0.3554982
1,0.183807
0,-0.183807
1,0.1387486
0,-0.1387486
0,-0.5195144
1,0.3026939
0,-0.3026939
0,-0.6254744
0,-0.6345811
1,0.4325557
0,-0.4325557
0,-0.6842095
1,0.3249046
0,-0.3249046
1,0.436537
0,-0.436537
0,0.2758708
0,-0.2758708
1,0.2079874
0,-0.2079874
0,0.2001919
0,-0.2001919
1,0.1203107
0,-0.1203107
0,-0.5191469
1,0.3519959
0,-0.3519959
1,0.1755722
0,-0.1755722
0,-0.5770895
1,0.4475882
0,-0.4475882
1,0.1187294
0,-0.1187294
0,-0.4470477
0,-0.4723866
1,0.2191622
0,-0.2191622
0,-0.5690001
1,0.3300176
0,-0.3300176
1,
0,0.5490104
0,-0.5490104
1,0.5054511
0,-0.5054511
1,0.4996971
0,-0.4996971
0,0.1548744
0,-0.1548744
0,-0.5689307
0,0.0677273
0,-0.0677273
1,0.1310375
0,-0.1310375
1,0.4621127
0,-0.4621127
0,-0.6548601
1,0.6956866
0,-0.6956866
1,0.4620955
0,-0.4620955
0,-0.6847188
,0.4266866
,-0.4266866
,-0.6133825
1,0.1026526
0,-0.1026526
1,0.1453469
0,-0.1453469
0,-0.5222182
0,0.1972647
0,-0.1972647
0,-0.5668215
1,0.368354
0,-0.368354
0,-0.6522908
1,0.229544
0,-0.229544
0,0.3492936
0,-0.3492936
1,0.080551
0,-0.080551
1,0.2460977
0,-0.2460977
1,0.1512392
0,-0.1512392
1,0.0680946
0,-0.0680946
1,0.4453979
0,-0.4453979
1,0.3515725
0,-0.3515725
0,-0.5714668
0,0.3153484
0,-0.3153484
1,0.1437937
0,-0.1437937
1,0.1818261
0,-0.1818261
1,0.1070649
0,-0.1070649
0,-0.5363238
0,0.0631054
0,-0.0631054
0,-0.5093936
1,0.3113653
0,-0.3113653
0,-0.5372799
0,-0.5811452
0,-0.5912705
0,0.8458586
0,-0.8458586
0,-0.8951509
0,0.3409712
0,-0.3409712
0,-0.6348972
1,0.8076456
0,-0.8076456
0,-0.8193823
0,-0.8309547
1,0.4544655
0,-0.4544655
1,0.2358839
0,-0.2358839
0,-0.4145229
1,0.3979322
0,-0.3979322
1,0.3005086
0,-0.3005086
0,-0.60904
1,0.3964505
0,-0.3964505
0,-0.6766057
0,-0.6848306
1,0.3976136
0,-0.3976136
0,-0.6723481
1,0.3797165
0,-0.3797165
0,-0.6631195
1,0.4544342
0,-0.4544342
1,0.2962676
0,-0.2962676
1,0.2603696
0,-0.2603696
0,-0.5964339
1,0.3688679
0,-0.3688679
0,-0.6354532
1,0.1677939
0,-0.1677939
1,0.3166879
0,-0.3166879
0,-0.6535286
1,0.3706118
0,-0.3706118
1,0.3306287
0,-0.3306287
1,0.4271566
0,-0.4271566
1,0.3510406
0,-0.3510406
0,-0.6205204
0,-0.6410716
0,0.4175426
0,-0.4175426
0,-0.6521463
0,-0.669782
1,0.1642207
0,-0.1642207
0,-0.5257843
0,-0.5480082
0,0.5322558
0,-0.5322558
0,-0.7413263
1,0.7087753
0,-0.7087753
0,-0.8134314
1,0.5513749
0,-0.5513749
1,0.7017671
0,-0.7017671
1,
0,0.6090957
0,-0.6090957
0,-0.7160919
1,0.4757244
0,-0.4757244
0,-0.714263
1,0.2310787
0,-0.2310787
0,-0.5887368
1,0.3457319
0,-0.3457319
0,-0.6509375
0,-0.6576282
1,0.195606
0,-0.195606
0,-0.5715294
0,-0.5865101
1,0.1874604
0,-0.1874604
0,-0.591737
0,0.1491971
0,-0.1491971
1,0.0159348
0,-0.0159348
1,0.1067059
0,-0.1067059
0,0.1139034
0,-0.1139034
0,-0.5292366
0,0.0240639
0,-0.0240639
0,0.1682007
0,-0.1682007
0,-0.5149199
0,-0.521058
1,0.0754134
0,-0.0754134
0,-0.4759226
0,-0.5009382
0,0.1898578
0,-0.1898578
1,0.4863259
0,-0.4863259
0,-0.6929188
0,-0.7056206
1,0.3848495
0,-0.3848495
0,-0.6476897
0,-0.6684488
1,0.3554652
0,-0.3554652
0,-0.6201117
1,0.7427188
0,-0.7427188
1,0.5218688
0,-0.5218688
0,-0.6972237
0,-0.7117262
0,-0.7147406
0,0.2149685
0,-0.2149685
0,-0.5910939
0,0.0972525
0,-0.0972525
0,-0.5298468
1,0.2028525
0,-0.2028525
1,0.929391
0,-0.929391
1,0.4060933
0,-0.4060933
0,-0.6820446
0,0.0859356
0,-0.0859356
0,0.0010736
0,-0.0010736
0,-0.4659473
1,0.054248
0,-0.054248
0,-0.4947182
0,0.2668152
0,-0.2668152
0,-0.6299484
1,0.2728133
0,-0.2728133
0,-0.6333357
1,0.3488469
0,-0.3488469
0,-0.6625519
1,0.0765259
0,-0.0765259
1,0.0914209
0,-0.0914209
0,-0.5216163
1,0.0891672
0,-0.0891672
1,0.2795959
0,-0.2795959
1,0.3165278
0,-0.3165278
1,0.3990601
0,-0.3990601
0,-0.6822535
1,0.038059
0,-0.038059
1,0.3943757
0,-0.3943757
0,-0.6526229
0,-0.6675338
1,0.1713651
0,-0.1713651
0,-0.538181
0,-0.560544
1,0.2850278
0,-0.2850278
1,0.4306928
0,-0.4306928
0,-0.6499102
1,0.468785
0,-0.468785
0,-0.7006177
0,-0.7184201
1,0.265034
0,-0.265034
1,0.0422975
0,-0.0422975
0,-0.4739363
0,0.2385823
0,-0.2385823
1,0.3999582
0,-0.3999582
0,-0.6970229
1,0.3677629
0,-0.3677629
1,0.3910178
0,-0.3910178
1,0.2941829
0,-0.2941829
0,0.0518246
0,-0.0518246
1,0.185392
0,-0.185392
1,0.1350568
0,-0.1350568
0,-0.5453588
1,0.446968
0,-0.446968
0,-0.6092007
0,-0.6362739
1,0.4696314
0,-0.4696314
0,-0.6530882
0,-0.6912465
1,0.4825658
0,-0.4825658
0,-0.6454377
0,-0.6928123
0,0.1463244
0,-0.1463244
1,0.1912334
0,-0.1912334
1,0.332771
0,-0.332771
1,0.5062678
0,-0.5062678
0,-0.7170129
1,0.4347707
0,-0.4347707
1,0.4333728
0,-0.4333728
1,0.2922031
0,-0.2922031
0,-0.6157787
0,-0.6283161
0,0.2921883
0,-0.2921883
1,0.3898024
0,-0.3898024
0,-0.691577
0,0.4330072
0,-0.4330072
0,0.4329924
0,-0.4329924
1,0.3160381
0,-0.3160381
1,0.2686741
0,-0.2686741
0,0.2868454
0,-0.2868454
1,0.1013634
0,-0.1013634
0,-0.5236106
1,0.3769857
0,-0.3769857
0,-0.6526721
1,0.4315385
0,-0.4315385
0,-0.7001632
1,0.3646975
0,-0.3646975
0,-0.6114261
0,0.4442246
0,-0.4442246
1,0.5042367
0,-0.5042367
0,-0.7451479
1,0.5969629
0,-0.5969629
0,-0.7486694
0,0.5907323
0,-0.5907323
0,-0.768907
0,-0.7824994
0,0.6850801
0,-0.6850801
0,-0.8046651
1,0.4411879
0,-0.4411879
1,0.1607508
0,-0.1607508
1,0.3751318
0,-0.3751318
1,0.3903761
0,-0.3903761
0,-0.6895984
1,0.43769
0,-0.43769
0,0.4342525
0,-0.4342525
1,0.1636182
0,-0.1636182
0,0.151087
0,-0.151087
1,0.3801859
0,-0.3801859
0,-0.6702797
1,0.1685581
0,-0.1685581
0,0.3794275
0,-0.3794275
0,-0.6515148
0,-0.6584809
1,0.3034548
0,-0.3034548
0,-0.6090949
0,-0.624841
1,0.4285865
0,-0.4285865
1,0.463207
0,-0.463207
1,0.4427729
0,-0.4427729
1,0.5631601
0,-0.5631601
1,0.8967136
0,-0.8967136
1,0.6310439
0,-0.6310439
1,0.4509966
0,-0.4509966
1,0.3037032
0,-0.3037032
0,-0.624535
1,0.3371298
0,-0.3371298
0,-0.6516971
1,0.3186109
0,-0.3186109
0,-0.6567237
1,0.2956038
0,-0.2956038
1,0.4093407
0,-0.4093407
1,0.3030083
0,-0.3030083
1,0.1935488
0,-0.1935488
0,0.2752419
0,-0.2752419
0,-0.603075
1,0.0550814
0,-0.0550814
1,0.0461507
0,-0.0461507
0,0.1265002
0,-0.1265002
0,-0.5115105
1,0.0321383
0,-0.0321383
1,0.4383923
0,-0.4383923
0,0.2306939
0,-0.2306939
0,-0.5757108
1,0.23577
0,-0.23577
1,0.169008
0,-0.169008
0,0.1096644
0,-0.1096644
0,-0.5324851
1,0.2106754
0,-0.2106754
1,0.0273022
0,-0.0273022
1,0.3256055
0,-0.3256055
0,-0.6473554
1,0.1946611
0,-0.1946611
0,-0.594461
1,0.2377656
0,-0.2377656
0,-0.5915113
0,-0.6074177
1,0.2868191
0,-0.2868191
1,0.2385317
0,-0.2385317
0,-0.5853066
1,0.1010708
0,-0.1010708
0,-0.5073806
0,0.0408131
0,-0.0408131
1,0.0523306
0,-0.0523306
0,-0.4938179
1,0.2248187
0,-0.2248187
1,0.307526
0,-0.307526
0,-0.6360592
1,0.2671856
0,-0.2671856
1,0.4294691
0,-0.4294691
0,0.1977791
0,-0.1977791
0,-0.5744272
1,0.2912432
0,-0.2912432
0,-0.6325295
1,0.1179345
0,-0.1179345
1,0.262371
0,-0.262371
0,0.288286
0,-0.288286
1,0.0060503
0,-0.0060503
1,0.1248262
0,-0.1248262
1,0.4291015
0,-0.4291015
1,0.6417428
0,-0.6417428
1,0.5437857
0,-0.5437857
0,-0.7481464
1,0.5519286
0,-0.5519286
1,0.5948378
0,-0.5948378
0,0.2509705
0,-0.2509705
0,0.0441037
0,-0.0441037
0,-0.4874494
1,0.1714781
0,-0.1714781
1,0.1057496
0,-0.1057496
0,-0.5509119
1,0.1520123
0,-0.1520123
1,0.183258
0,-0.183258
0,-0.5764092
1,0.1772498
0,-0.1772498
1,0.1295932
0,-0.1295932
0,-0.5309326
0,0.2933255
0,-0.2933255
0,-0.5832077
0,0.0397293
0,-0.0397293
0,-0.4848813
1,0.0284212
0,-0.0284212
0,-0.4966716
1,0.3416422
0,-0.3416422
0,-0.6455981
0,-0.6596663
1,0.312692
0,-0.312692
0,-0.6318197
0,-0.6472789
1,0.3733023
0,-0.3733023
0,0.2971312
0,-0.2971312
0,-0.6162391
1,0.2806085
0,-0.2806085
0,-0.6021166
0,0.1508785
0,-0.1508785
0,0.0552773
1,-0.0552773
0,-0.4978395
0,0.0197264
0,-0.0197264
0,-0.4877173
1,0.4373119
0,-0.4373119
0,-0.6749274
1,0.2364208
0,-0.2364208
0,-0.5798361
0,-0.5893923
1,0.3291143
0,-0.3291143
0,-0.6508042
0,0.1467232
1,-0.1467232
1,0.0685296
0,-0.0685296
1,0.0753106
0,-0.0753106
1,0.3635902
0,-0.3635902
1,0.2300941
0,-0.2300941
1,0.2539295
0,-0.2539295
1,0.2938832
0,-0.2938832
1,0.5390015
0,-0.5390015
1,0.2707222
0,-0.2707222
1,0.4365635
0,-0.4365635
1,0.3213081
0,-0.3213081
1,0.4947413
0,-0.4947413
1,0.3902014
0,-0.3902014
0,-0.6862511
1,0.3287131
0,-0.3287131
0,-0.6545861
0,0.5255315
0,-0.5255315
0,-0.7493843
0,0.4889177
0,-0.4889177
1,0.4565111
0,-0.4565111
0,-0.7151433
0,-0.718567
1,0.4985988
0,-0.4985988
1,0.4948786
0,-0.4948786
1,0.5263042
0,-0.5263042
1,0.5885376
0,-0.5885376
1,0.6183113
0,-0.6183113
1,0.6303899
0,-0.6303899
0,0.7501085
0,-0.7501085
,0.6457099
,-0.6457099
,-0.7990777
,-0.8015191
0,0.0277073
1,-0.0277073
1,0.0869631
0,-0.0869631
1,0.1392485
0,-0.1392485
1,0.2366208
0,-0.2366208
0,0.2249417
0,-0.2249417
1,0.2464719
0,-0.2464719
1,0.3256582
0,-0.3256582
0,0.4451875
0,-0.4451875
1,0.341565
0,-0.341565
1,0.6048646
0,-0.6048646
1,0.1984527
0,-0.1984527
1,0.4004357
0,-0.4004357
1,0.364375
0,-0.364375
1,0.402944
0,-0.402944
0,0.4801452
0,-0.4801452
0,0.4869182
0,-0.4869182
1,0.539083
0,-0.539083
0,-0.7437719
1,0.8273451
0,-0.8273451
0,-0.9028666
1,0.9678762
0,-0.9678762
0,0.8742672
0,-0.8742672
0,0.8419116
0,-0.8419116
0,0.5443399
0,-0.5443399
0,-0.7604884
1,0.7175605
0,-0.7175605
1,0.7598445
0,-0.7598445
,0.7305412
,-0.7305412
1,0.2426512
0,-0.2426512
1,0.0406204
0,-0.0406204
0,0.0068707
0,-0.0068707
1,0.1688662
0,-0.1688662
1,0.1072112
0,-0.1072112
1,0.1988948
0,-0.1988948
1,0.2707146
0,-0.2707146
1,0.3931987
0,-0.3931987
1,0.1863851
0,-0.1863851
1,0.4403692
0,-0.4403692
1,0.1328053
0,-0.1328053
1,0.2259574
0,-0.2259574
0,0.1272491
0,-0.1272491
1,0.2714835
0,-0.2714835
0,-0.6284814
0,0.5071151
0,-0.5071151
0,0.4707496
0,-0.4707496
1,0.0137352
0,-0.0137352
0,-0.4958959
0,-0.4964063
0,-0.4987059
1,0.2815911
0,-0.2815911
0,-0.6355817
1,0.2355972
0,-0.2355972
1,0.2642483
0,-0.2642483
1,0.2003017
0,-0.2003017
1,0.1984088
0,-0.1984088
0,-0.5697681
1,0.2534835
0,-0.2534835
1,0.3779216
0,-0.3779216
,0.1869962
,-0.1869962
0,0.0565155
0,-0.0565155
0,-0.4506603
1,0.1578872
0,-0.1578872
0,-0.5119172
1,0.1495134
0,-0.1495134
1,0.4025387
0,-0.4025387
0,-0.6954466
1,0.3146268
0,-0.3146268
0,-0.655703
0,0.3824258
0,-0.3824258
1,0.4510567
0,-0.4510567
1,0.5681676
0,-0.5681676
1,0.1196153
0,-0.1196153
0,0.2825382
0,-0.2825382
1,0.0376707
0,-0.0376707
1,0.1960874
0,-0.1960874
0,-0.5831013
1,0.1882944
0,-0.1882944
1,0.1172215
0,-0.1172215
1,0.4195144
0,-0.4195144
0,0.3503891
0,-0.3503891
1,0.2150902
0,-0.2150902
0,-0.5888559
1,0.1358056
0,-0.1358056
1,0.217176
0,-0.217176
0,-0.5949549
1,0.403148
0,-0.403148
0,-0.6909718
0,0.1180016
0,-0.1180016
1,0.5808626
0,-0.5808626
0,-0.7730685
1,0.2834009
0,-0.2834009
1,0.2844746
0,-0.2844746
,0.2764802
,-0.2764802
0,0.1373508
1,-0.1373508
1,0.014544
0,-0.014544
1,0.1097678
0,-0.1097678
1,0.0836421
0,-0.0836421
1,0.1005242
0,-0.1005242
1,0.0668335
0,-0.0668335
1,0.1050985
0,-0.1050985
0,0.219164
0,-0.219164
1,0.1179713
0,-0.1179713
1,0.3042035
0,-0.3042035
1,0.1827276
0,-0.1827276
1,0.3815492
0,-0.3815492
1,0.3437377
0,-0.3437377
0,-0.6628053
0,0.2931504
0,-0.2931504
1,0.1919345
0,-0.1919345
0,0.1909783
0,-0.1909783
0,0.3447462
0,-0.3447462
1,0.1040572
1,-0.1040572
0,-0.338661
1,0.3148055
0,-0.3148055
1,0.5641631
0,-0.5641631
0,0.1863273
0,-0.1863273
0,-0.5270554
1,
0,
1,0.2056497
0,-0.2056497
,0.6974649
,-0.6974649
1,0.1707452
0,-0.1707452
1,0.1393394
0,-0.1393394
1,0.0027105
0,-0.0027105
0,-0.496775
1,0.0345471
0,-0.0345471
0,-0.5152236
1,0.0118504
0,-0.0118504
0,0.0307353
0,-0.0307353
1,0.1080719
0,-0.1080719
1,0.1916121
0,-0.1916121
1,0.0237218
0,-0.0237218
1,0.2410117
0,-0.2410117
0,0.1228487
0,-0.1228487
1,0.0390557
0,-0.0390557
0,-0.5038608
1,0.3240043
0,-0.3240043
0,-0.626919
1,0.2992374
0,-0.2992374
0,-0.6352585
1,0.5056797
0,-0.5056797
0,-0.7324977
0,0.4835468
0,-0.4835468
0,-0.7312401
1,0.4393723
0,-0.4393723
0,
1,0.3822817
0,-0.3822817
1,0.2702205
0,-0.2702205
0,-0.6239232
0,0.1402515
0,-0.1402515
1,0.0414315
0,-0.0414315
1,0.1349845
0,-0.1349845
1,0.1785807
0,-0.1785807
0,-0.5780439
,0.2200382
,-0.2200382
0,0.3305039
0,-0.3305039
1,0.2357849
0,-0.2357849
0,-0.6044122
1,0.2534908
0,-0.2534908
1,0.2338901
0,-0.2338901
1,0.2175659
0,-0.2175659
0,0.2381723
0,-0.2381723
1,0.1840619
0,-0.1840619
1,0.0591061
0,-0.0591061
0,0.2150179
0,-0.2150179
1,0.0229826
0,-0.0229826
1,0.2645425
0,-0.2645425
1,0.1385624
0,-0.1385624
0,-0.5567626
1,0.1841784
0,-0.1841784
0,0.2128783
0,-0.2128783
1,0.1157522
0,-0.1157522
0,-0.5419699
0,0.0823245
0,-0.0823245
1,0.1087643
0,-0.1087643
0,0.0016579
1,-0.0016579
1,0.2257465
0,-0.2257465
1,0.3563099
0,-0.3563099
1,0.3057227
0,-0.3057227
1,0.3250297
0,-0.3250297
0,-0.6536046
1,0.3934372
0,-0.3934372
1,0.3454774
0,-0.3454774
0,-0.6624731
,0.436095
,-0.436095
0,0.1789685
0,-0.1789685
0,0.1841076
0,-0.1841076
0,0.1631991
0,-0.1631991
1,0.1852155
0,-0.1852155
0,0.0248401
0,-0.0248401
1,0.118652
0,-0.118652
1,0.0857446
0,-0.0857446
1,0.1219359
0,-0.1219359
1,0.0958062
0,-0.0958062
0,0.0218132
0,-0.0218132
1,0.1909875
0,-0.1909875
1,0.2086177
0,-0.2086177
0,-0.5299369
1,0.1664596
0,-0.1664596
0,-0.5240042
1,0.2875998
0,-0.2875998
0,0.1530947
0,-0.1530947
0,-0.5343899
0,0.006919
0,-0.006919
0,-0.4779483
1,0.0139789
0,-0.0139789
0,-0.4975383
0,-0.4999486
1,0.0178546
0,-0.0178546
1,0.1006818
0,-0.1006818
1,0.1529707
0,-0.1529707
0,-0.5514483
0,0.1326649
0,-0.1326649
1,0.0621068
0,-0.0621068
0,-0.4958884
1,0.3944393
0,-0.3944393
0,-0.6135762
0,-0.6359122
1,0.238138
0,-0.238138
0,-0.5601078
0,-0.5657505
,0.3062186
,-0.3062186
,-0.6058643
,-0.6240038
,-0.6254007
1,0.4535859
0,-0.4535859
1,0.3415438
0,-0.3415438
1,0.344376
0,-0.344376
1,0.3247369
0,-0.3247369
1,0.2530416
0,-0.2530416
1,0.367813
0,-0.367813
1,0.2385527
0,-0.2385527
1,0.3319523
0,-0.3319523
1,0.344153
0,-0.344153
0,0.1537069
0,-0.1537069
1,0.2524352
0,-0.2524352
0,0.2749024
0,-0.2749024
0,-0.6126162
1,0.18304
0,-0.18304
1,0.2352043
0,-0.2352043
0,0.130327
0,-0.130327
0,
1,0.3011804
0,-0.3011804
1,0.3308575
0,-0.3308575
1,
1,
0,
1,
0,
1,0.4744624
0,-0.4744624
,
0,0.0198938
0,-0.0198938
1,0.17021
0,-0.17021
0,0.0302613
0,-0.0302613
1,0.0719784
0,-0.0719784
1,0.0099552
0,-0.0099552
0,0.1159045
0,-0.1159045
0,0.0086807
0,-0.0086807
0,0.0955062
0,-0.0955062
1,0.0497385
0,-0.0497385
1,0.0157611
0,-0.0157611
1,0.3353904
0,-0.3353904
1,0.3384829
0,-0.3384829
0,-0.6607233
1,0.326276
0,-0.326276
0,-0.6370379
1,0.4718779
0,-0.4718779
1,0.2989291
0,-0.2989291
0,0.2512853
0,-0.2512853
1,0.3501906
0,-0.3501906
1,0.5422442
0,-0.5422442
1,0.493261
0,-0.493261
1,0.4648647
0,-0.4648647
0,
0,0.807834
0,-0.807834
1,0.3461243
0,-0.3461243
0,-0.6251942
0,0.2356355
0,-0.2356355
0,-0.5580312
,0.0029763
,-0.0029763
,-0.4581612
0,0.0160284
1,-0.0160284
1,0.036481
0,-0.036481
0,0.0873871
0,-0.0873871
0,0.0036743
1,-0.0036743
1,0.0186463
0,-0.0186463
1,0.0610522
0,-0.0610522
1,0.2340087
0,-0.2340087
1,0.3418324
0,-0.3418324
1,0.3299699
0,-0.3299699
1,0.5487107
0,-0.5487107
1,0.3447053
0,-0.3447053
1,0.4145721
0,-0.4145721
0,-0.684292
1,0.9325531
0,-0.9325531
1,0.365242
0,-0.365242
1,0.490827
0,-0.490827
0,0.4192961
0,-0.4192961
0,0.0703913
0,-0.0703913
1,0.1714437
0,-0.1714437
1,0.4122118
0,-0.4122118
1,
1,
1,0.3418717
0,-0.3418717
1,0.330619
0,-0.330619
1,0.3601277
0,-0.3601277
,0.3367755
,-0.3367755
1,0.2542455
0,-0.2542455
1,0.2111817
0,-0.2111817
1,0.1363117
0,-0.1363117
1,0.2137087
0,-0.2137087
1,0.1096401
0,-0.1096401
1,0.1290083
0,-0.1290083
1,0.0976496
0,-0.0976496
0,0.0470482
0,-0.0470482
1,0.2091099
0,-0.2091099
1,0.1713395
0,-0.1713395
1,0.3386777
0,-0.3386777
1,0.3594575
0,-0.3594575
0,-0.6644296
0,0.3060236
0,-0.3060236
0,-0.6269072
0,-0.6274213
0,0.3629725
0,-0.3629725
1,0.1612991
0,-0.1612991
0,0.3536877
0,-0.3536877
1,0.2674258
0,-0.2674258
0,-0.5665441
1,0.3955803
0,-0.3955803
0,-0.6772445
1,0.348423
0,-0.348423
1,
1,0.234741
0,-0.234741
1,
1,0.3782959
0,-0.3782959
1,0.3999427
0,-0.3999427
,0.3698992
,-0.3698992
0,0.1362114
0,-0.1362114
0,-0.5015115
1,0.0392454
0,-0.0392454
0,-0.4694149
1,0.0232434
0,-0.0232434
0,-0.471532
1,0.3284061
0,-0.3284061
1,0.2867483
0,-0.2867483
0,0.3347522
0,-0.3347522
0,0.2576872
0,-0.2576872
1,0.2353836
0,-0.2353836
1,0.3313047
0,-0.3313047
1,0.1815554
0,-0.1815554
0,0.4496921
0,-0.4496921
0,0.2520315
0,-0.2520315
0,-0.6079816
1,0.1900212
0,-0.1900212
0,-0.5641529
0,-0.579247
1,0.3321489
0,-0.3321489
1,0.2496686
0,-0.2496686
0,0.2681187
0,-0.2681187
1,0.2914135
0,-0.2914135
0,-0.6376072
1,0.1222937
0,-0.1222937
1,0.1703839
0,-0.1703839
1,0.3314174
0,-0.3314174
0,0.2060669
0,-0.2060669
0,0.0054056
1,-0.0054056
1,0.0419995
0,-0.0419995
0,-0.4572715
0,-0.4773189
0,0.0003415
1,-0.0003415
0,-0.46904
0,-0.4869481
,0.049813
,-0.049813
,-0.4966936
0,0.3485247
0,-0.3485247
1,0.3037063
0,-0.3037063
0,0.2177851
0,-0.2177851
1,0.0041835
0,-0.0041835
0,-0.485496
1,0.2396674
0,-0.2396674
1,0.0297369
0,-0.0297369
0,-0.5105119
1,0.1717374
0,-0.1717374
0,-0.5766971
1,0.0756094
0,-0.0756094
1,0.3130217
0,-0.3130217
1,0.4967715
0,-0.4967715
1,0.365417
0,-0.365417
1,0.4078233
0,-0.4078233
0,-0.6755173
1,0.5374916
0,-0.5374916
0,-0.7578719
1,0.1894037
0,-0.1894037
0,-0.5908448
1,0.5491375
0,-0.5491375
0,0.4510331
0,-0.4510331
1,0.5458698
0,-0.5458698
0,-0.7150956
0,-0.7340154
1,0.5669023
0,-0.5669023
0,-0.7348981
0,-0.7631258
1,0.8443338
0,-0.8443338
0,-0.8694752
0,-0.8834493
0,-0.8836119
1,0.5727865
0,-0.5727865
1,0.4359354
0,-0.4359354
1,0.455479
0,-0.455479
0,-0.7174923
0,-0.7197015
1,0.3172753
0,-0.3172753
0,-0.6181415
0,-0.6303662
1,0.2172288
0,-0.2172288
0,-0.6033344
,0.2222545
,-0.2222545
,-0.593429
1,0.3695544
0,-0.3695544
0,0.2310489
0,-0.2310489
1,0.2411225
0,-0.2411225
0,-0.5807412
1,0.09512
0,-0.09512
1,0.2318406
0,-0.2318406
1,0.1118167
0,-0.1118167
1,0.2213375
0,-0.2213375
1,0.1033305
0,-0.1033305
0,0.1506398
0,-0.1506398
1,0.3211102
0,-0.3211102
1,0.0455299
0,-0.0455299
1,0.2011869
0,-0.2011869
0,-0.5732595
0,-0.5791281
1,0.3520683
0,-0.3520683
0,-0.653507
1,0.2150617
0,-0.2150617
1,
0,0.3077496
0,-0.3077496
1,0.1560706
0,-0.1560706
1,0.162505
0,-0.162505
1,0.1354846
0,-0.1354846
1,0.1495287
0,-0.1495287
0,0.211481
0,-0.211481
1,0.055779
0,-0.055779
0,-0.5111192
1,0.0031212
0,-0.0031212
0,-0.4297226
0,0.1348037
0,-0.1348037
0,-0.5134858
0,-0.5440262
,0.0997075
,-0.0997075
1,0.4873269
0,-0.4873269
1,0.3373245
0,-0.3373245
1,0.3229383
0,-0.3229383
1,0.2340265
0,-0.2340265
1,0.195246
0,-0.195246
1,0.2098773
0,-0.2098773
1,0.1324617
0,-0.1324617
0,0.2502632
0,-0.2502632
1,0.3345625
0,-0.3345625
0,0.2827464
0,-0.2827464
1,0.3841238
0,-0.3841238
1,0.4134948
0,-0.4134948
0,-0.652454
1,0.3595332
0,-0.3595332
0,-0.6350406
1,0.4695405
0,-0.4695405
0,0.2852962
0,-0.2852962
0,-0.61966
0,0.2554727
0,-0.2554727
1,0.4269238
0,-0.4269238
1,0.5559913
0,-0.5559913
1,0.491075
0,-0.491075
1,0.4795719
0,-0.4795719
1,0.3225076
0,-0.3225076
1,0.2967671
0,-0.2967671
0,0.3943051
0,-0.3943051
1,0.2190568
0,-0.2190568
0,-0.5631173
,0.4107194
,-0.4107194
1,0.3244312
0,-0.3244312
1,0.2895762
0,-0.2895762
1,0.2550046
0,-0.2550046
1,0.2945771
0,-0.2945771
0,-0.6298752
1,0.1306223
0,-0.1306223
1,0.1711582
0,-0.1711582
0,0.1207158
0,-0.1207158
1,0.1336581
0,-0.1336581
1,0.257861
0,-0.257861
1,0.1599671
0,-0.1599671
1,0.3238222
0,-0.3238222
1,0.344172
0,-0.344172
0,-0.6405234
1,0.1803796
0,-0.1803796
0,-0.5572591
1,0.4565779
0,-0.4565779
0,-0.7096743
0,0.0422543
0,-0.0422543
0,0.0223002
0,-0.0223002
0,-0.4993524
1,0.1525792
0,-0.1525792
1,0.4521721
0,-0.4521721
1,0.4728686
0,-0.4728686
1,
1,
1,0.3901008
0,-0.3901008
1,
1,0.4447358
0,-0.4447358
,
1,0.3805295
0,-0.3805295
0,0.2737392
0,-0.2737392
1,0.273038
0,-0.273038
1,0.2696893
0,-0.2696893
1,0.1185331
0,-0.1185331
1,0.197311
0,-0.197311
0,0.1264628
0,-0.1264628
1,0.2463447
0,-0.2463447
1,0.2855661
0,-0.2855661
1,0.2522304
0,-0.2522304
1,0.3426813
0,-0.3426813
1,0.2742203
0,-0.2742203
0,-0.6060768
0,0.2249876
0,-0.2249876
0,-0.5809988
1,0.4564979
0,-0.4564979
0,0.4417951
0,-0.4417951
0,0.1891149
0,-0.1891149
1,0.0925976
0,-0.0925976
0,-0.5347261
1,0.2604187
0,-0.2604187
0,-0.6217813
1,0.260089
0,-0.260089
0,0.2560736
0,-0.2560736
0,-0.6239931
1,0.0289176
0,-0.0289176
0,0.2255701
0,-0.2255701
0,-0.5912578
1,0.0964264
0,-0.0964264
1,0.1562045
0,-0.1562045
0,-0.5281909
0,-0.5559887
,0.3538553
,-0.3538553
1,0.381946
